id,state_id,create_uid,write_uid
res_country_state_city_874,666,1,1
res_country_state_city_875,666,1,1
res_country_state_city_876,666,1,1
res_country_state_city_877,666,1,1
res_country_state_city_878,666,1,1
res_country_state_city_879,666,1,1
res_country_state_city_880,666,1,1
res_country_state_city_881,666,1,1
res_country_state_city_882,666,1,1
res_country_state_city_883,666,1,1
res_country_state_city_884,666,1,1
res_country_state_city_885,666,1,1
res_country_state_city_886,666,1,1
res_country_state_city_887,666,1,1
res_country_state_city_888,666,1,1
res_country_state_city_889,666,1,1
res_country_state_city_890,666,1,1
res_country_state_city_891,666,1,1
res_country_state_city_892,666,1,1
res_country_state_city_893,666,1,1
res_country_state_city_894,666,1,1
res_country_state_city_895,666,1,1
res_country_state_city_896,666,1,1
res_country_state_city_897,666,1,1
res_country_state_city_898,666,1,1
res_country_state_city_899,666,1,1
res_country_state_city_900,666,1,1
res_country_state_city_901,666,1,1
res_country_state_city_902,666,1,1
res_country_state_city_903,666,1,1
res_country_state_city_904,666,1,1
res_country_state_city_905,666,1,1
res_country_state_city_906,666,1,1
res_country_state_city_907,666,1,1
res_country_state_city_908,666,1,1
res_country_state_city_909,666,1,1
res_country_state_city_910,666,1,1
res_country_state_city_911,666,1,1
res_country_state_city_912,666,1,1
res_country_state_city_913,666,1,1
res_country_state_city_914,666,1,1
res_country_state_city_915,666,1,1
res_country_state_city_916,666,1,1
res_country_state_city_917,666,1,1
res_country_state_city_918,666,1,1
res_country_state_city_919,666,1,1
res_country_state_city_920,666,1,1
res_country_state_city_921,666,1,1
res_country_state_city_922,666,1,1
res_country_state_city_923,666,1,1
res_country_state_city_924,666,1,1
res_country_state_city_925,666,1,1
res_country_state_city_926,666,1,1
res_country_state_city_927,666,1,1
res_country_state_city_928,666,1,1
res_country_state_city_929,666,1,1
res_country_state_city_930,666,1,1
res_country_state_city_931,667,1,1
res_country_state_city_932,667,1,1
res_country_state_city_933,667,1,1
res_country_state_city_934,667,1,1
res_country_state_city_935,667,1,1
res_country_state_city_936,667,1,1
res_country_state_city_937,667,1,1
res_country_state_city_938,667,1,1
res_country_state_city_939,667,1,1
res_country_state_city_940,667,1,1
res_country_state_city_941,667,1,1
res_country_state_city_942,667,1,1
res_country_state_city_943,667,1,1
res_country_state_city_944,667,1,1
res_country_state_city_945,667,1,1
res_country_state_city_946,667,1,1
res_country_state_city_947,667,1,1
res_country_state_city_948,667,1,1
res_country_state_city_949,667,1,1
res_country_state_city_950,667,1,1
res_country_state_city_951,667,1,1
res_country_state_city_952,667,1,1
res_country_state_city_953,667,1,1
res_country_state_city_954,667,1,1
res_country_state_city_955,667,1,1
res_country_state_city_956,667,1,1
res_country_state_city_957,668,1,1
res_country_state_city_958,668,1,1
res_country_state_city_959,668,1,1
res_country_state_city_960,668,1,1
res_country_state_city_961,668,1,1
res_country_state_city_962,668,1,1
res_country_state_city_963,668,1,1
res_country_state_city_964,668,1,1
res_country_state_city_965,668,1,1
res_country_state_city_966,668,1,1
res_country_state_city_967,668,1,1
res_country_state_city_968,668,1,1
res_country_state_city_969,668,1,1
res_country_state_city_970,668,1,1
res_country_state_city_971,668,1,1
res_country_state_city_972,668,1,1
res_country_state_city_973,668,1,1
res_country_state_city_974,668,1,1
res_country_state_city_975,668,1,1
res_country_state_city_976,668,1,1
res_country_state_city_977,668,1,1
res_country_state_city_978,668,1,1
res_country_state_city_979,668,1,1
res_country_state_city_980,668,1,1
res_country_state_city_981,668,1,1
res_country_state_city_982,668,1,1
res_country_state_city_983,668,1,1
res_country_state_city_984,668,1,1
res_country_state_city_985,668,1,1
res_country_state_city_986,668,1,1
res_country_state_city_987,668,1,1
res_country_state_city_988,668,1,1
res_country_state_city_989,668,1,1
res_country_state_city_990,668,1,1
res_country_state_city_991,668,1,1
res_country_state_city_992,668,1,1
res_country_state_city_993,668,1,1
res_country_state_city_994,668,1,1
res_country_state_city_995,668,1,1
res_country_state_city_996,668,1,1
res_country_state_city_997,668,1,1
res_country_state_city_998,668,1,1
res_country_state_city_999,668,1,1
res_country_state_city_1000,668,1,1
res_country_state_city_1001,668,1,1
res_country_state_city_1002,668,1,1
res_country_state_city_1003,668,1,1
res_country_state_city_1004,669,1,1
res_country_state_city_1005,669,1,1
res_country_state_city_1006,669,1,1
res_country_state_city_1007,669,1,1
res_country_state_city_1008,669,1,1
res_country_state_city_1009,669,1,1
res_country_state_city_1010,669,1,1
res_country_state_city_1011,669,1,1
res_country_state_city_1012,669,1,1
res_country_state_city_1013,669,1,1
res_country_state_city_1014,669,1,1
res_country_state_city_1015,669,1,1
res_country_state_city_1016,669,1,1
res_country_state_city_1017,669,1,1
res_country_state_city_1018,669,1,1
res_country_state_city_1019,669,1,1
res_country_state_city_1020,669,1,1
res_country_state_city_1021,669,1,1
res_country_state_city_1022,669,1,1
res_country_state_city_1023,669,1,1
res_country_state_city_1024,669,1,1
res_country_state_city_1025,669,1,1
res_country_state_city_1026,669,1,1
res_country_state_city_1027,669,1,1
res_country_state_city_1028,669,1,1
res_country_state_city_1029,669,1,1
res_country_state_city_1030,669,1,1
res_country_state_city_1031,669,1,1
res_country_state_city_1032,669,1,1
res_country_state_city_1033,669,1,1
res_country_state_city_1034,669,1,1
res_country_state_city_1035,669,1,1
res_country_state_city_1036,669,1,1
res_country_state_city_1037,669,1,1
res_country_state_city_1038,669,1,1
res_country_state_city_1039,669,1,1
res_country_state_city_1040,669,1,1
res_country_state_city_1041,669,1,1
res_country_state_city_1042,669,1,1
res_country_state_city_1043,669,1,1
res_country_state_city_1044,669,1,1
res_country_state_city_1045,669,1,1
res_country_state_city_1046,670,1,1
res_country_state_city_1047,670,1,1
res_country_state_city_1048,670,1,1
res_country_state_city_1049,670,1,1
res_country_state_city_1050,670,1,1
res_country_state_city_1051,670,1,1
res_country_state_city_1052,670,1,1
res_country_state_city_1053,671,1,1
res_country_state_city_1054,671,1,1
res_country_state_city_1055,671,1,1
res_country_state_city_1056,671,1,1
res_country_state_city_1057,671,1,1
res_country_state_city_1058,671,1,1
res_country_state_city_1059,671,1,1
res_country_state_city_1060,671,1,1
res_country_state_city_1061,671,1,1
res_country_state_city_1062,671,1,1
res_country_state_city_1063,671,1,1
res_country_state_city_1064,671,1,1
res_country_state_city_1065,671,1,1
res_country_state_city_1066,671,1,1
res_country_state_city_1067,671,1,1
res_country_state_city_1068,671,1,1
res_country_state_city_1069,671,1,1
res_country_state_city_1070,671,1,1
res_country_state_city_1071,671,1,1
res_country_state_city_1072,672,1,1
res_country_state_city_1073,672,1,1
res_country_state_city_1074,672,1,1
res_country_state_city_1075,672,1,1
res_country_state_city_1076,672,1,1
res_country_state_city_1077,672,1,1
res_country_state_city_1078,672,1,1
res_country_state_city_1079,672,1,1
res_country_state_city_1080,672,1,1
res_country_state_city_1081,672,1,1
res_country_state_city_1082,672,1,1
res_country_state_city_1083,672,1,1
res_country_state_city_1084,672,1,1
res_country_state_city_1085,673,1,1
res_country_state_city_1086,673,1,1
res_country_state_city_1087,674,1,1
res_country_state_city_1088,674,1,1
res_country_state_city_1089,674,1,1
res_country_state_city_1090,674,1,1
res_country_state_city_1091,674,1,1
res_country_state_city_1092,674,1,1
res_country_state_city_1093,674,1,1
res_country_state_city_1094,674,1,1
res_country_state_city_1095,674,1,1
res_country_state_city_1096,674,1,1
res_country_state_city_1097,674,1,1
res_country_state_city_1098,675,1,1
res_country_state_city_1099,675,1,1
res_country_state_city_1100,675,1,1
res_country_state_city_1101,675,1,1
res_country_state_city_1102,675,1,1
res_country_state_city_1103,675,1,1
res_country_state_city_1104,675,1,1
res_country_state_city_1105,675,1,1
res_country_state_city_1106,675,1,1
res_country_state_city_1107,676,1,1
res_country_state_city_1108,676,1,1
res_country_state_city_1109,676,1,1
res_country_state_city_1110,676,1,1
res_country_state_city_1111,677,1,1
res_country_state_city_1112,677,1,1
res_country_state_city_1113,677,1,1
res_country_state_city_1114,677,1,1
res_country_state_city_1115,677,1,1
res_country_state_city_1116,677,1,1
res_country_state_city_1117,678,1,1
res_country_state_city_1118,678,1,1
res_country_state_city_1119,678,1,1
res_country_state_city_1120,678,1,1
